Year,Date,Island,Island Number,Observer 1,Observer 2,Observer 3,Observer 4,Start time,End time,Total time (h:mm),Starting location,Lat,Long,Ending location,Lat,Long,Beaufort,Temp,Cloud,Wind (knots),Precip,Point or Transect,Location,SPECIES_CO,SPECIES,TAX_NO,On water,Flying,"Cliff/rock -      TUPU = all, Other Sp. = non-nesting",Cliff/Rock0-0Other0Sp0-0nest0only, TUPU Burrow Entry/Nest,TUPU Burrow Exit,All Sp. Carrying Fish,Total,More detail?,Notes
2005,6/10/2005,Tatoosh Island,155001,"Vanderwall, V.","Kaufman, K. ","Hamilton, P. ",,7:03,8:53,1:50,,48.46972222,-124.7672222,,,,2,55,3,5,D,,,PECO,Pelagic Cormorant,1230,5,4,0,0,0,0,0,9,,
2005,6/10/2005,Tatoosh Island,155001,"Vanderwall, V.","Kaufman, K. ","Hamilton, P. ",,7:03,8:53,1:50,,48.46972222,-124.7672222,,,,2,55,3,5,D,,,PEFA,Peregrine Falcon,,0,1,0,0,0,0,0,1,,
2005,6/10/2005,Tatoosh Island,155001,"Vanderwall, V.","Kaufman, K. ","Hamilton, P. ",,7:03,8:53,1:50,,48.46972222,-124.7672222,,,,2,55,3,5,D,,,RHAU,Rhinoceros Auklet,150,5,5,0,0,0,0,0,10,,
2005,6/16/2005,Tatoosh Island,155001,"Smith, J.","Kaufman, K. ","Vanderwall, V.",,14:20,16:10,1:50,,48.46972222,-124.7672222,,,,2,55,3,,,,,BAEA,Bald Eagle,,0,3,0,0,0,0,0,3,"Tatoosh Island, C3",
2005,6/16/2005,Tatoosh Island,155001,"Smith, J.","Kaufman, K. ","Vanderwall, V.",,14:20,16:10,1:50,,48.46972222,-124.7672222,,,,2,55,3,,,,,CAAU,Cassin's Auklet,160,0,0,0,0,0,0,0,0,"Tatoosh Island, C3",
2005,6/16/2005,Tatoosh Island,155001,"Smith, J.","Kaufman, K. ","Vanderwall, V.",,14:20,16:10,1:50,,48.46972222,-124.7672222,,,,2,55,3,,,,,COMU,Common Murre,300,0,0,250,0,0,0,0,250,"BAEA flushed from top of Island; Tatoosh Island, C3",
2005,6/16/2005,Tatoosh Island,155001,"Smith, J.","Kaufman, K. ","Vanderwall, V.",,14:20,16:10,1:50,,48.46972222,-124.7672222,,,,2,55,3,,,,,GULL,Gull spp.,534,5,1870,2245,0,0,0,0,4120,"Tatoosh Island, C3",
2005,6/16/2005,Tatoosh Island,155001,"Smith, J.","Kaufman, K. ","Vanderwall, V.",,14:20,16:10,1:50,,48.46972222,-124.7672222,,,,2,55,3,,,,,RHAU,Rhinoceros Auklet,150,52,1,0,0,0,0,0,53,"Tatoosh Island, C3",
2005,6/30/2005,Alexander Island,174010,"Kaufman, K. ",,,,10:18,10:33,0:15,,48.02638889,-124.5497222,,,,2,61,3,,,,,GULL,Gull spp.,534,0,62,30,0,0,0,0,92,,
2005,6/30/2005,Alexander Island,174010,"Kaufman, K. ",,,,10:18,10:33,0:15,,48.02638889,-124.5497222,,,,2,61,3,,,,,RHAU,Rhinocerous Auklet,150,31,0,0,0,0,0,0,31,,
2005,6/30/2005,Alexander Island,174010,"Vanderwall, V.",,,,10:18,12:08,1:50,,48.02638889,-124.5497222,,,,2,61,3,,,,,RHAU,Rhinocerous Auklet,150,0,43,0,0,0,0,0,43,,
2005,8/2/2005,Alexander Island,174010,"Vanderwall, V.","Kaufman, K. ","Smith, J. ",,12:25,14:15,1:50,,48.00055556,-124.6366667,,,,2,64,1,,,,,GULL,Gull spp.,534,3,68,1333,0,0,0,0,1404,,
2005,8/4/2005,Jagged Island,174027,"Vanderwall, V.","Kaufman, K. ","Smith, J. ",,12:25,14:15,1:50,,48.18166667,-124.9216667,,,,2,64,1,,,,,GULL,Gull spp.,534,142,518,4643,0,0,0,0,5303,,
2007,6/21/2007,Bare Island,156013,"Pearson, S. ","Lance, M. ","Jeffries, S. ",,17:19,17:48,0:29,,,,,,,2,,,,,,,BLOY,Black Oystercatcher,2870,0,0,0,3,0,0,0,3,on nests,
2007,6/21/2007,Bare Island,156013,"Pearson, S. ","Lance, M. ","Jeffries, S. ",,17:19,17:48,0:29,,,,,,,2,,,,,,,DCCO,Double-crested Cormorant,1200,0,0,0,0,0,0,0,0,,
2007,6/21/2007,Bare Island,156013,"Pearson, S. ","Lance, M. ","Jeffries, S. ",,17:19,17:48,0:29,,,,,,,2,,,,,,,GWGU,Glaucous-winged Gull,440,0,0,0,27,0,0,0,27,on nests,
2007,6/27/2007,Alexander Island,174010,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,12:50,13:30,0:40,,47.79805556,-124.5069444,,,,2,,,,,,,TUPU,Tufted Puffin,120,107,42,9,0,18,6,0,158,,Did not count other species
2008,5/30/2008,Alexander Island,174010,"Pearson, S.","Hodum, P.",,,15:45,16:17,0:32,,,,,,,1,58,3,6,0,,,TUPU,Tufted Puffin,120,38,21,7,0,0,3,0,66,,
2007,6/21/2007,Colville Island,156032,"Pearson, S. ","Lance, M. ","Jeffries, S. ",,18:30,19:05,0:35,,,,,,,2,,,,,,,BAEA,Bald Eagle,,0,0,1,0,0,0,0,1,,
2007,6/21/2007,Colville Island,156032,"Pearson, S. ","Lance, M. ","Jeffries, S. ",,18:30,19:05,0:35,,,,,,,2,,,,,,,BLOY,Black Oystercatcher,2870,0,0,4,0,0,0,0,4,,
2007,6/21/2007,Colville Island,156032,"Pearson, S. ","Lance, M. ","Jeffries, S. ",,18:30,19:05,0:35,,,,,,,2,,,,,,,Crow,Crow,,0,0,2,0,0,0,0,2,,
2007,6/21/2007,Colville Island,156032,"Pearson, S. ","Lance, M. ","Jeffries, S. ",,18:30,19:05,0:35,,,,,,,2,,,,,,,GWGU,Glaucous-winged Gull,440,0,0,0,12,0,0,0,12,,
2007,6/21/2007,Colville Island,156032,"Pearson, S. ","Lance, M. ","Jeffries, S. ",,18:30,19:05,0:35,,,,,,,2,,,,,,,PIGU,Pigeon Guillemot,290,0,0,1,0,0,0,0,1,,
2007,6/21/2007,Goose Island,174023,"Pearson, S. ","Lance, M. ",,,15:00,15:20,0:20,,46.97555556,-124.0647222,,,,2,,,,,,,BLOY,Black Oystercatcher,2870,0,0,0,0,1,0,0,1,,
2007,6/21/2007,Goose Island,174023,"Pearson, S. ","Lance, M. ",,,15:00,15:20,0:20,,46.97555556,-124.0647222,,,,2,,,,,,,DCCO,Double-crested Cormorant,1200,0,0,0,30,0,0,0,30,,
2009,6/22/2009,Alexander Island,174010,"Olafson, T.","Snider, I.","Spees, A. ",,9:45,10:25,,,47.80638889,-124.5966667,,,,2,,2,,N,,,TUPU,Tufted Puffin,120,103,9,4,0,0,2,0,116,,
2010,6/7/2010,Alexander Island,174010,"Snider, I.","Olafson, T.","Merrill, R.",,13:45,14:40,0:55,,,,,48.01777778,-124.8644444,1,59,1,,N,,,TUPU,Tufted Puffin,120,0,9,1,0,1,0,0,11,,
2007,6/21/2007,Whale Rock,156028,"Pearson, S. ","Lance, M. ",,,14:30,14:45,0:15,,48.4475,-122.9419444,,,,2,,,,,,,GWGU,Glaucous-winged Gull,440,0,0,0,0,0,0,0,0,10 nests-see datasheets for egg counts,
2007,6/22/2007,Smith Island,156034,"Pearson, S. ","Lance, M. ","Jeffries, S. ",,7:02,8:02,1:00,,48.31888889,-122.8419444,,,,2,,,,,,,BAEA,Bald Eagle,,0,0,35,0,0,0,0,35,,
2007,6/22/2007,Smith Island,156034,"Pearson, S. ","Lance, M. ","Jeffries, S. ",,7:02,8:02,1:00,,48.31888889,-122.8419444,,,,2,,,,,,,DCCO,Double-crested Cormorant,1200,0,0,18,18,0,0,0,18,on tower,
2010,7/20/2010,Alexander Island,174010,"Snider, I.","Merrill, R.",,,9:40,10:12,0:32,,47.81277778,-124.5752778,,,,1,,3,,F,,,TUPU,Tufted Puffin,120,34,8,21,0,0,0,0,63,,
2007,6/26/2007,Bodelteh Complex,"155058, 59","Pearson, S. ","Jeffries, S. ","Gould, J. ",,15:50,17:17,1:27,,48.17555556,-124.7583333,,,,2,,,,,,,BLOY,Black Oystercatcher,2870,0,0,6,0,0,0,0,6,,
2007,6/26/2007,Bodelteh Complex,"155058, 59","Pearson, S. ","Jeffries, S. ","Gould, J. ",,15:50,17:17,1:27,,48.17555556,-124.7583333,,,,2,,,,,,,COMO,Common Murre,300,0,0,0,70,0,0,0,70,,
2007,6/26/2007,Bodelteh Complex,"155058, 59","Pearson, S. ","Jeffries, S. ","Gould, J. ",,15:50,17:17,1:27,,48.17555556,-124.7583333,,,,2,,,,,,,Crow,Crow,,0,0,6,0,0,0,0,6,,
2007,6/26/2007,Bodelteh Complex,"155058, 59","Pearson, S. ","Jeffries, S. ","Gould, J. ",,15:50,17:17,1:27,,48.17555556,-124.7583333,,,,2,,,,,,,GWGU,Glaucous-winged Gull,440,0,0,80,0,0,0,0,80,,
2007,6/26/2007,Bodelteh Complex,"155058, 59","Pearson, S. ","Jeffries, S. ","Gould, J. ",,15:50,17:17,1:27,,48.17555556,-124.7583333,,,,2,,,,,,,PECO,Pelagic Cormorant,1230,0,0,0,5,0,0,0,5,,
2007,6/26/2007,Bodelteh Complex,"155058, 59","Pearson, S. ","Jeffries, S. ","Gould, J. ",,15:50,17:17,1:27,,48.17555556,-124.7583333,,,,2,,,,,,,PEFA,Peregrine Falcon,,0,0,2,0,0,0,0,2,,
2010,7/26/2010,Alexander Island,174010,"Snider, I.","Merrill, R.",,,19:00,19:30,0:30,,47.99194444,-124.5872222,,48.02388889,-124.5633333,1,,3,,F,,,TUPU,Tufted Puffin,120,0,5,1,0,1,0,0,6,,
2014,7/15/2014,Alexander Island,174010,Scott Pearson,Peter Hodum,,,7:50,8:25,0:35,West,,,East,,,2,55,3,6,n,p,,TUPU,Tufted Puffin,120,55,26,8,0,4,0,2,89,,
2007,6/26/2007,Huntington & Cakesosta,174004,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,19:25,,,,47.8825,-124.6391667,,,,2,,,,,,,BLOY,Black Oystercatcher,2870,0,0,0,4,0,0,0,4,4(2 pair),
2007,6/26/2007,Huntington & Cakesosta,174004,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,19:25,,,,47.8825,-124.6391667,,,,2,,,,,,,COMU,Common Murre,300,0,0,0,3000,0,0,0,3000,,
2007,6/26/2007,Huntington & Cakesosta,174004,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,19:25,,,,47.8825,-124.6391667,,,,2,,,,,,,PECO,Pelagic Cormorant,1230,0,0,0,200,0,0,0,200,,
2014,7/29/2014,Alexander Island,174010,Sue Thomas,Brian Root,Lorenz Sollmann,,12:00,12:36,0:36,N,47.799057,-124.506456,S,47.797358,-124.509332,3,65,0,,n,p,N,TUPU,Tufted Puffin,120,4,2,0,0,0,1,1,6,,
2007,6/26/2007,Kohchaa (uh),174041,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,19:05,19:15,0:10,,48.5125,-122.7752778,,,,2,,,,,,,BAEA,Bald Eagle,,0,0,12,0,0,0,0,12,,
2007,6/26/2007,Kohchaa (uh),174041,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,19:05,19:15,0:10,,48.5125,-122.7752778,,,,2,,,,,,,BLOY,Black Oystercatcher,2870,0,0,2,0,0,0,0,2,2(1 pair),
2014,7/29/2014,Alexander Island,174010,Sue Thomas,Brian Root,Lorenz Sollmann,,12:00,12:36,0:36,N,47.799057,-124.506456,S,47.797358,-124.509332,3,65,0,,n,t,N-E-S,TUPU,Tufted Puffin,120,24,0,0,0,0,0,0,24,,
2007,6/26/2007,Ozette Island,155007,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,17:20,17:35,0:15,,48.1575,-124.75,,,,2,,,,,,,BLOY,Black Oystercatcher,2870,0,0,2,0,0,0,0,2,2(1 pair),
2007,6/26/2007,Ozette Island,155007,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,17:20,17:35,0:15,,48.1575,-124.75,,,,2,,,,,,,Crow,Crow,,0,0,2,0,0,0,0,2,,
2007,6/26/2007,Ozette Island,155007,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,17:20,17:35,0:15,,48.1575,-124.75,,,,2,,,,,,,GWGU,Glaucous-winged Gull,440,0,0,0,4,0,0,0,4,on nests?,
2014,7/29/2014,Alexander Island,174010,Sue Thomas,Brian Root,Lorenz Sollmann,,12:00,12:36,0:36,N,47.799057,-124.506456,S,47.797358,-124.509332,3,65,0,,n,p,S,TUPU,Tufted Puffin,120,0,7,61,0,0,0,7,68,,
2007,6/26/2007,White Rock,156016,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,15:45,16:15,0:30,,,,,,,2,,,,,,,PEFA,Peregrine Falcon,,0,0,1,0,0,0,0,1,,
2015,7/28/2015,Alexander Island,174010,Drew Schwitters,Nick Metheny,Erin Stehr,,9:01,9:33,0:32,NW,47.799867,-124.509017,S,47.796883,-124.50715,2,64,2,,N,P,N,TUPU,Tufted Puffin,120,0,9,6,0,1,0,0,15,,4 ft swell at 10 seconds
2007,6/26/2007,White Rock,156016,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,17:35,17:56,0:21,,,,,,,2,,,,,,,BLOY,Black Oystercatcher,2870,0,0,0,2,0,0,0,2,2(1 pair),
2007,6/26/2007,White Rock,156016,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,17:35,17:56,0:21,,,,,,,2,,,,,,,DCCO,Double-crested Cormorant,1200,0,0,0,45,0,0,0,45,,
2007,6/26/2007,White Rock,156016,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,17:35,17:56,0:21,,,,,,,2,,,,,,,GWGU,Glaucous-winged Gull,440,0,0,0,12,0,0,0,12,,
2007,6/26/2007,White Rock,156016,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,17:35,17:56,0:21,,,,,,,2,,,,,,,PECO,Pelagic Cormorant,1230,0,0,0,60,0,0,0,60,,
2015,7/28/2015,Alexander Island,174010,Drew Schwitters,Nick Metheny,Erin Stehr,,9:01,9:33,0:32,NW,47.799867,-124.509017,S,47.796883,-124.50715,2,64,2,,N,T,,TUPU,Tufted Puffin,120,0,3,0,0,0,0,0,3,,4 ft swell at 10 seconds
2015,7/28/2015,Alexander Island,174010,Drew Schwitters,Nick Metheny,Erin Stehr,,9:01,9:33,0:32,NW,47.799867,-124.509017,S,47.796883,-124.50715,2,64,2,,N,P,S,TUPU,Tufted Puffin,120,0,9,4,0,0,0,2,13,,4 ft swell at 10 seconds
2007,6/27/2007,Destruction Island,174016,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,8:20,8:35,0:15,,47.67527778,-124.4841667,,,,2,,,,,,,BAEA,Bald Eagle,,0,0,20,0,0,0,0,20,,
2007,6/27/2007,Destruction Island,174016,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,8:20,8:35,0:15,,47.67527778,-124.4841667,,,,2,,,,,,,BLOY,Black Oystercatcher,2870,0,0,12,0,0,0,0,12,,
2007,6/27/2007,Destruction Island,174016,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,8:20,8:35,0:15,,47.67527778,-124.4841667,,,,2,,,,,,,Crow,Crow,,0,0,4,0,0,0,0,4,,
2016,8/2/2016,Alexander Island,174010,Chad Norris,Drew Schwitters,Corey VanStratt,,7:41,8:17,0:36,S,47.79657,-124.50755,N,47.79914,-124.50503,1,50,3,,N,P,S,TUPU,Tufted Puffin,120,0,5,13,0,0,0,0,18,,"Calm, 2 foot swell at 13 seconds"
2007,6/27/2007,Erin,174101,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,7:20,7:35,0:15,,47.29972222,-124.2694444,,,,2,,,,,,,DCCO,Double-crested Cormorant,1200,0,0,0,8,0,0,0,8,,
2007,6/27/2007,Erin,174101,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,7:20,7:35,0:15,,47.3,-124.2697222,,,,2,,,,,,,PIGU,Pigeon Guillemot,290,0,0,10,0,0,0,0,10,,
2016,8/2/2016,Alexander Island,174010,Chad Norris,Drew Schwitters,Corey VanStratt,,7:41,8:17,0:36,S,47.79657,-124.50755,N,47.79914,-124.50503,1,50,3,,N,T,,TUPU,Tufted Puffin,120,0,2,5,0,0,0,0,7,,"Calm, 2 foot swell at 13 seconds"
2007,6/27/2007,Grenville Arch,174021,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,7:45,7:50,0:05,,47.29583333,-124.2844444,,,,2,,,,,,,COMU,Common Murre,300,0,0,500,0,0,0,0,500,on nests?,Site not appropriate-no soil for burrows
2016,8/2/2016,Alexander Island,174010,Chad Norris,Drew Schwitters,Corey VanStratt,,7:41,8:17,0:36,S,47.79657,-124.50755,N,47.79914,-124.50503,1,50,3,,N,P,N,TUPU,Tufted Puffin,120,3,1,4,0,0,0,0,8,,"Calm, 2 foot swell at 13 seconds"
2007,6/21/2007,Bare Island,156013,"Pearson, S. ","Lance, M. ","Jeffries, S. ",,17:19,17:48,0:29,,,,,,,2,,,,,,,TUPU,Tufted Puffin,120,0,0,0,0,0,0,0,0,,
2007,6/27/2007,Half Round Rock,174082,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,13:30,13:45,0:15,,47.81527778,-124.5111111,,,,2,,,,,,,BLOY,Black Oystercatcher,2870,0,0,0,1,0,0,0,1,,Appropriate habitat with burrows(RHAU?)
2007,6/27/2007,Half Round Rock,174082,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,13:30,13:45,0:15,,47.81527778,-124.5111111,,,,2,,,,,,,GWGU,Glaucous-winged Gull,440,0,0,0,16,0,0,0,16,,Appropriate habitat with burrows(RHAU?)
2007,6/27/2007,Half Round Rock,174082,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,13:30,13:45,0:15,,47.81527778,-124.5111111,,,,2,,,,,,,PECO,Pelagic Cormorant,1230,0,0,0,18,0,0,0,18,,Appropriate habitat with burrows(RHAU?)
2007,7/18/2007,Bare Island,156013,"Pearson, S. ","Hopey, M. ",,,9:12,9:55,0:43,,,,,,,2,,,,,,,TUPU,Tufted Puffin,120,0,0,0,0,0,0,0,0,,
2008,6/25/2008,Bare Island,156013,"Pearson, S.","Hodum, P.","Hamel, N.",,13:20,13:50,0:30,E. end,,,,,,1,66,0,,N,,,TUPU,Tufted Puffin,120,0,0,0,0,0,0,0,0,,
2008,6/26/2008,Bare Island,156013,"Hamel, N.","Hodum, P.","Pearson, S.",,13:45,14:05,0:20,S. side,,,N. side,,,2,60,3,,N,,,TUPU,Tufted Puffin,120,0,0,0,0,0,0,0,0,,
2007,6/27/2007,Willoughby,174017,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,8:20,8:35,0:15,,47.41083333,-124.355,,,,2,,,,,,,COMU,Common Murre,300,0,0,75,0,0,0,0,75,on nests?,
2007,6/27/2007,Willoughby,174017,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,8:20,8:35,0:15,,47.41083333,-124.355,,,,2,,,,,,,Crow,Crow,,0,0,6,0,0,0,0,6,,
2007,6/27/2007,Willoughby,174017,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,8:20,8:35,0:15,,47.41083333,-124.355,,,,2,,,,,,,GWGU,Glaucous-winged Gull,440,0,0,0,86,0,0,0,86,,
2007,6/27/2007,Willoughby,174017,"Pearson, S. ","Jeffries, S. ","Gould, J. ",,8:20,8:35,0:15,,47.41083333,-124.355,,,,2,,,,,,,PECO,Pelagic Cormorant,1230,0,0,0,60,0,0,0,60,,
2007,6/26/2007,Bodelteh Complex,"155058, 59","Pearson, S. ","Jeffries, S. ","Gould, J. ",,15:50,17:17,1:27,,48.17555556,-124.7583333,,,,2,,,,,,,TUPU,Tufted Puffin,120,13,6,0,0,1,0,0,19,,
2007,7/1/2007,Protection Island,156035,"Pearson, S. ","Hopey, M. ",,,14:30,15:15,0:45,Marina,48.12777778,-122.9286111,Marina ,,,2,,,,,,,BAEA,Bald Eagle,,0,0,22,0,0,0,0,22,,
2007,8/9/2007,Bodelteh Complex,"155058, 59","Pearson, S. ","Hopey, M. ",,,9:15,10:10,0:55,,48.17555556,-124.7583333,,,,2,,,,,,,TUPU,Tufted Puffin,120,0,3,0,0,0,0,0,3,,
2008,6/12/2008,Bodelteh Complex,"155058, 59","Horne, P.","Snider, I.","Spees, A.",,12:55,13:27,0:32,48d10.768m x -124d45.771m,48.38,-124.9641667,48d10.439m x -124d45.469m,48.28861111,-124.8802778,1,65,3,,N,,,TUPU,Tufted Puffin,120,0,0,0,0,0,0,0,0,,
2007,7/13/2007,Huntington & Cakesosta,174004,"Good, C. ","Merrill, R. ","Kereki, C.",,11:40,11:55,0:15,,48.13277778,-124.7277778,,,,1,64,3,5,,,,GULL,Gull spp.,534,0,0,0,53,0,0,0,53,,
2007,7/13/2007,Huntington & Cakesosta,174004,"Good, C. ","Merrill, R. ","Kereki, C.",,12:00,12:15,0:15,,47.90083333,-124.6925,,,,1,64,3,5,,,,GULL,Gull spp.,534,0,0,0,14,0,0,0,14,,Facing rocks east face
2007,7/13/2007,Huntington & Cakesosta,174004,"Good, C. ","Merrill, R. ","Kereki, C.",,12:00,12:15,0:15,,47.90083333,-124.6925,,,,1,64,3,5,,,,HOPU,Horned Puffin,,0,1,0,0,0,0,0,1,Adult,Facing rocks east face
2007,7/13/2007,Huntington & Cakesosta,174004,"Good, C. ","Merrill, R. ","Kereki, C.",,11:40,11:55,0:15,,48.13277778,-124.7277778,,,,1,64,3,5,,,,PIGU,Pigeon Guillemot,290,0,0,0,3,0,0,0,3,,
2008,6/12/2008,Bodelteh Complex,"155058, 59","Snider, I.","Spees, A.","Horne, P.",,12:55,13:27,0:32,48d10.768m x -124d45.771m,48.38,-124.9641667,48d10.439m x -124d45.469m,48.28861111,-124.8802778,1,65,3,,N,,,TUPU,Tufted Puffin,120,13,2,13,0,2,0,0,28,,
2008,6/12/2008,Bodelteh Complex,"155058, 59","Horne, P.","Spees, A.","Snider, I.",,12:55,13:27,0:32,48d10.768m x -124d45.771m,48.38,-124.9641667,48d10.439m x -124d45.469m,48.28861111,-124.8802778,1,65,3,,N,,,TUPU,Tufted Puffin,120,30,10,11,0,0,0,0,51,,
2007,7/16/2007,Sail Rock,155011,"Hollingshead, R.","Kereki, C. ","Good, C. ","Merrill, R.",18:10,18:25,0:15,,48.53472222,-124.7327778,,,,2,60,2,6,,,,GULL,Gull spp.,534,0,0,0,37,0,0,0,37,,
2007,7/16/2007,Sail Rock,155011,"Hollingshead, R.","Kereki, C. ","Good, C. ","Merrill, R.",18:25,18:40,0:15,,48.47666667,-124.7622222,,,,2,60,2,6,,,,GULL,Gull spp.,534,0,0,0,9,0,0,0,9,,
2007,7/16/2007,Sail Rock,155011,"Hollingshead, R.","Kereki, C. ","Good, C. ","Merrill, R.",18:10,18:25,0:15,,48.53472222,-124.7327778,,,,2,60,2,6,,,,PIGU,Pigeon Guillemot,290,0,0,0,2,0,0,0,2,,
2007,7/16/2007,Sail Rock,155011,"Hollingshead, R.","Kereki, C. ","Good, C. ","Merrill, R.",18:25,18:40,0:15,,48.47666667,-124.7622222,,,,2,60,2,6,,,,PIGU,Pigeon Guillemot,290,0,0,0,2,0,0,0,2,,
2007,7/16/2007,Seal Rock,155012,"Hollingshead, R.","Kereki, C. ","Good, C. ","Merrill, R.",17:45,18:00,0:15,,48.56916667,-124.8108333,,,,2,60,2,6,,,,BLOY,Black Oystercatcher,2870,0,0,0,2,0,0,0,2,Territorial-Probable nesters,
2007,7/16/2007,Seal Rock,155012,"Hollingshead, R.","Kereki, C. ","Good, C. ","Merrill, R.",18:00,18:15,0:15,,48.56555556,-124.7583333,,,,2,60,2,6,,,,BLOY,Black Oystercatcher,2870,0,0,0,1,0,0,0,1,Confirmed Nester,
2007,7/16/2007,Seal Rock,155012,"Hollingshead, R.","Kereki, C. ","Good, C. ","Merrill, R.",17:45,18:00,0:15,,48.56916667,-124.8108333,,,,2,60,2,6,,,,GULL,Gull spp.,534,0,0,0,2,0,0,0,2,,
2007,7/16/2007,Seal Rock,155012,"Hollingshead, R.","Kereki, C. ","Good, C. ","Merrill, R.",18:00,18:15,0:15,,48.56555556,-124.7583333,,,,2,60,2,6,,,,GULL,Gull spp.,534,0,0,0,10,0,0,0,10,,
2007,7/17/2007,Smith Island,156034,"Pearson, S. ","Hopey, M. ","Gunther, K.",,17:40,19:00,1:20,N. Side,48.31888889,-122.8419444,N. Side,,,2,,,,,,,BAEA,Bald Eagle,,0,0,33,0,0,0,0,33,21 Adults;12 Juv,
2007,7/17/2007,Smith Island,156034,"Pearson, S. ","Hopey, M. ","Gunther, K.",,17:40,19:00,1:20,N. Side,48.31888889,-122.8419444,N. Side,,,2,,,,,,,BLOY,Black Oystercatcher,2870,0,0,10,0,0,0,0,10,8 Adults;2 Juv,
